"timestamp","user_id","username","user_discriminator","guild_id","guild_name","channel_id","channel_name","message_content","confidence","detection_reason","user_joined_at","message_id"
"2025-12-17 17:12:10 MST","856926296562729031","sashreek","0","693300443786379306","UAIS 🧠","1447802730298216480","💬general","Hello @everyone, I’m giving away my MacBook Air 2022 (M2) and its charger for free. It’s in perfect condition and looks like it’s brand new. I’m giving it away because I recently got a new model and thought I’d share the old one with someone who might need it. Please respond via DM if you’re interested.","0.9061","Pattern Detection","2024-09-02 11:43:34 MDT","1451004070344003665"
"2025-12-24 19:02:17 MST","856926296562729031","sashreek","0","693300443786379306","UAIS 🧠","1447802730298216480","💬general","‬ Hello 👋 @everyone""Just upgraded! Giving away my old Canon camera. It's still functional and in good shape. Perfect for photography enthusiasts or anyone wanting to start! DM me if interested in picking it up","0.9599","ML Detection (95.99%)","2024-09-02 11:43:34 MDT","1453568493449642005"
"2025-12-25 01:33:48 MST","1446213527877718208","qtsjsksv11","0","693300443786379306","UAIS 🧠","1447802730298216480","💬general","@everyone""Just upgraded! Giving away my old Canon camera. It's still functional and in good shape. Perfect for photography enthusiasts or anyone wanting to start! DM me if interested in picking it up","0.6095","Pattern Detection","2025-12-24 17:18:58 MST","1453667019630055434"
"2025-12-25 01:33:55 MST","1446213527877718208","qtsjsksv11","0","693300443786379306","UAIS 🧠","1447802730298216480","💬general","@everyone""Just upgraded! Giving away my old Canon camera. It's still functional and in good shape. Perfect for photography enthusiasts or anyone wanting to start! DM me if interested in picking it up","0.6095","Pattern Detection","2025-12-24 17:18:58 MST","1453667050995191872"
"2025-12-25 02:28:58 MST","1446213527877718208","qtsjsksv11","0","693300443786379306","UAIS 🧠","1447802730298216480","💬general","@everyone""Just upgraded! Giving away my old Canon camera. It's still functional and in good shape. Perfect for photography enthusiasts or anyone wanting to start! DM me if interested in picking it up","0.6095","Pattern Detection","2025-12-24 17:18:58 MST","1453680902118051873"
